,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,Grouped_sites,Site_type,Site_notes,problems,content,Amphora_type_notes,Tyrrhenian_vs_Adriatic,New_type_name
1453,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,dr 20,baetica,1.0,,1.0,300.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,,tyrrhenian,
1454,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,dr 14a,baetica,1.0,,50.0,225.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,dr 14
1455,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,beltran iia,baetica,1.0,,10.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,beltran iia
1456,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,dr 28,baetica,1.0,,1.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
1457,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,baetican,baetica,2.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
1458,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,africanaia,africa,2.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,,tyrrhenian,africana_1
1459,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,africanaib,africa,1.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,,tyrrhenian,africana_1
1460,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,africana_2,africa,3.0,,150.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,merge with African,unknown,,tyrrhenian,
1461,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,tripolitana ,tripolitania,1.0,,1.0,440.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,tripolitana i
1462,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,agora f65-66,anatolia,1.0,,-50.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,"Panell, Rizzo 2014, 390",tyrrhenian,
1463,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,kapitan 1,aegean/oriental,1.0,,75.0,350.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
1464,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,kapitan 1/2,aegean/oriental,1.0,,75.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,kapitan 2
1465,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,ac2/3,aegean,1.0,,1.0,225.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,ac2
1466,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,ac,aegean,1.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,ac1
1467,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,kingsholm 117,oriental,1.0,,50.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,"after Panella, Rizzo 2014, 90, tab. 7",tyrrhenian,
1468,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,aegean/oriental,aegean/oriental,1.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
1469,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,aegean/oriental,aegean/oriental,1.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
1470,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,aegean/oriental,aegean/oriental,1.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
1471,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,aegean/oriental,aegean/oriental,1.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
1472,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1.0,200.0,aegean/oriental,aegean/oriental,1.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
1473,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,dr 2-4_5,adriatic italy,18.0,,-70.0,225.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,dr 2-4
1474,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,forlimpopoli,adriatic italy,27.0,,-25.0,300.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,"garum suggested for the type A and D, but unconfirmed",tyrrhenian,
1475,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,dr 6b,adriatic italy,13.0,,1.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,,tyrrhenian,dr 6b
1476,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,collo ad imbuto,adriatic italy,7.0,,1.0,250.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
1477,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,dr 6b/collo ad imbuto,adriatic italy,1.0,,1.0,250.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,dr 6b
1478,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,grado 1,adriatic italy,1.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,
1479,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,adriatic,adriatic italy,568.0,,1.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
1480,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,dr 1/2-4,tyrrhenian italy,2.0,,-150.0,50.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,dr 1
1481,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,1.0,,-70.0,225.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,dr 2-4
1482,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,dr 7-11,baetica,1.0,,-30.0,96.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian,dr 7-13
1483,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,camulodunum 184,aegean,2.0,,-25.0,150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,tyrrhenian,
1484,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1.0,200.0,dr 2-4,aegean,2.0,,-100.0,200.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
1485,"terme di elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI/LI,200.0,400.0,zeest 80/mr5,black sea,1.0,,75.0,500.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
1486,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200.0,400.0,africanaii/iii,africa,1.0,,150.0,450.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,africana_2
1487,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200.0,400.0,tyrrhenian_1,tyrrhenian italy,9.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,unknown
1488,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200.0,400.0,baetican_5,baetica,1.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,baetican
1489,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200.0,400.0,african_6,africa,110.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,merge with Africana,unknown,,tyrrhenian,africana_1
1490,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200.0,400.0,aegean/oriental_4,aegean/oriental,8.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,aegean/oriental_4
1491,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300.0,700.0,almagro 51 a-b,baetica,2.0,,200.0,600.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,,tyrrhenian,
1492,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300.0,700.0,africanaiiia,africa,1.0,,275.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,
1493,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300.0,700.0,africanaiiib_1,africa,2.0,,300.0,400.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,africanaiiib
1494,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300.0,700.0,keay 27a,africa,1.0,,350.0,500.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,keay 27
1495,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300.0,700.0,keay 36,africa,1.0,,375.0,500.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,,tyrrhenian,
1496,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300.0,700.0,keay 35 b,africa,1.0,,400.0,500.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,keay 35
1497,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300.0,700.0,spatheia 1,africa,2.0,,375.0,450.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,unknown,"olive pips found in Dramont E wreck, but this type is usually seen as wine amphora",tyrrhenian,
1498,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300.0,700.0,lra1,aegean/oriental,2.0,,250.0,650.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,"Piéri (2005), visible pitch-lining",tyrrhenian,
1499,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300.0,700.0,lra2,aegean,3.0,,325.0,650.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,"Opaiţ, 1996; 2004a; 2004b",tyrrhenian,
1500,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR,-150.0,-1.0,apani i,adriatic italy,1.0,,-150.0,-1.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,can be merged with ‚ovoide di Brindisi’,olive oil,variant of ovoide di Brindisi,tyrrhenian,
1501,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR,-150.0,-1.0,dr 1b,adriatic italy,1.0,,-150.0,-50.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,dr 1
1502,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR,-150.0,-1.0,lamb.2,adriatic italy,80.0,,-200.0,-25.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,evidence from Marague des Giennes,tyrrhenian,
1503,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR/EI,-100.0,50.0,lamb.2/dr 6a,adriatic italy,37.0,,-200.0,50.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,lamb.2
1504,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR/EI,-100.0,50.0,dr 6a,adriatic italy,67.0,,-25.0,50.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,
1505,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR/EI,-100.0,50.0,ovoide di brindisi,adriatic italy,5.0,,-125.0,-25.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,olive oil,"wine also suggested, but olive oil more accepted",tyrrhenian,brindisi
1506,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",MR,-350.0,-150.0,greco-ital,adriatic italy,5.0,,-350.0,-150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,greco-ital
1507,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",MR,-350.0,-150.0,greco-ital,tyrrhenian italy,3.0,,-350.0,-150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,greco-ital
1508,"terme di elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",MR,-350.0,-150.0,greco-ital,italy,1.0,,-350.0,-150.0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,roma,urban,,,wine,,tyrrhenian,greco-ital
1509,verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1.0,200.0,dr 6a,adriatic italy,80.0,,-25.0,50.0,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,,wine,,adriatic,
