,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,Grouped_sites,Site_type,Site_notes,problems,content,Amphora_type_notes,Tyrrhenian_vs_Adriatic,New_type_name,Amphora_type_merged
1311,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,neopunica,africa,6.0,Trajan,1.0,200.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,unknown,,tyrrhenian,,neopunica
1312,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,schoene-mau 40,africa,1.0,Trajan,-125.0,200.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,,schoene-mau 40
1313,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,ostia lix,africa,1.0,Trajan,50.0,150.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,olive oil,"Panella, Rizzo 2014, 86, tab 6a",tyrrhenian,,ostia lix
1314,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,african_5,africa,4.0,Trajan,,,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,merge with Africana,unknown,,tyrrhenian,africana_1,africana_1
1315,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,tripolitana i,tripolitania,6.0,Trajan,1.0,150.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,olive oil,,tyrrhenian,,tripolitana i
1316,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,tripolitana ii,tripolitania,1.0,Trajan,1.0,400.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,unknown,fish sauce and wine suggested https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,,tripolitana ii
1317,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,agora f65-66,anatolia,2.0,Trajan,-50.0,400.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,wine,"Panell, Rizzo 2014, 390",tyrrhenian,,agora f65-66
1318,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,camulodunum 184,aegean,3.0,Trajan,-25.0,150.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,tyrrhenian,,camulodunum 184
1319,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,dr 43_1,aegean,26.0,Trajan,1.0,250.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,wine,,tyrrhenian,dr 43,dr 43
1320,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,ac1,aegean,2.0,Trajan,1.0,350.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,wine,,tyrrhenian,ac1,ac1
1321,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,ac2,aegean,10.0,Trajan,1.0,225.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,wine,,tyrrhenian,ac2,ac2
1322,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,schoene-mau 38,aegean,4.0,Trajan,-200.0,125.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,wine,,tyrrhenian,,schoene-mau 38
1323,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,dr 2-4,aegean,1.0,Trajan,-100.0,200.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,wine,,tyrrhenian,,dr 2-4
1324,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,agora g199/schoene-mau 27/28,cyprus/cilicia,1.0,Trajan,79.0,310.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,wine,"Panella, Rizzo 2014, 90, tab. 7, visible pitched lining, production in the wine making areas",tyrrhenian,,agora g199/schoene-mau 27/28
1325,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,zeest 85 similis/knossos 39,black sea,1.0,Trajan,-25.0,200.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,fish sauce,"after Panella, Rizzo 2014, 90, tab. 7",tyrrhenian,,zeest 85 similis/knossos 39
1326,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,98.0,117.0,ostia ii 522-523,calabria/sicilia,6.0,Trajan,50.0,200.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,wine,"Panell, Rizzo 2014, 414, tab 11",tyrrhenian,,ostia ii 522-523
1327,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR,98.0,117.0,dr 1,tyrrhenian italy,3.0,Trajan,-150.0,-50.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,wine,,tyrrhenian,,dr 1
1328,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR,98.0,117.0,greco-ital,tyrrhenian italy,3.0,Trajan,-350.0,-150.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,wine,,tyrrhenian,greco-ital,greco-ital
1329,"roma, via nova, crypta balbi","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR,-150.0,-1.0,lamb.2,adriatic italy,2.0,Trajan,-200.0,-25.0,https://pleiades.stoa.org/places/756231346,41.8944448,12.4784041,roma,urban,,,wine,evidence from Marague des Giennes,tyrrhenian,,lamb.2
1330,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 2-4_5,tyrrhenian italy,343.0,Flavia,-70.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
1331,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,richborough 527,tyrrhenian italy,1.0,Flavia,-25.0,125.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,alum,,tyrrhenian,,richborough 527
1332,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 21-22,tyrrhenian italy,18.0,Flavia,-25.0,100.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,https://books.google.pl/books?id=umxMEAAAQBAJ&pg=PA437&lpg=PA437&dq=amphora+dr+21-22+botte&source=bl&ots=Jfet_K3sEW&sig=ACfU3U2ekLoscRldMQybYP86_52HKyiX0A&hl=pl&sa=X&ved=2ahUKEwi3rvb-k-71AhWUy4sKHf1_CekQ6AF6BAgPEAM#v=onepage&q=amphora%20dr%2021-22%20botte&f=false,tyrrhenian,,dr 21-22
1333,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 2-4_5,adriatic italy,1.0,Flavia,-70.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
1334,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 2-4_5,calabria/sicilia,1.0,Flavia,-70.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
1335,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,spello/ostia ii 521/ iii 369-370,italy - tiber valley,668.0,Flavia,50.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,ostia iii 369,ostia iii 369
1336,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,pompeii 6,tyrrhenian italy,1.0,Flavia,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-5 ,dr 2-5 
1337,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 2-4_3,gaul,14.0,Flavia,-30.0,100.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
1338,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,gauloise 1,gaul,1.0,Flavia,1.0,300.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,gauloise 1,gauloise 1
1339,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,gauloise 4,gaul,47.0,Flavia,50.0,300.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,,gauloise 4
1340,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,gauloise 5,gaul,26.0,Flavia,50.0,125.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,,gauloise 5
1341,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,gauloise_6,gaul,172.0,Flavia,69.0,96.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,gauloise 1,gauloise 1
1342,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,haltern 70,baetica,102.0,Flavia,-80.0,192.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,defrutum,,tyrrhenian,,haltern 70
1343,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,pascual 1,tarraconesis,1.0,Flavia,-50.0,79.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,,pascual 1
1344,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,oberaden 74,tarraconesis,2.0,Flavia,-25.0,0.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,,oberaden 74
1345,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 7-13,baetica,63.0,Flavia,-30.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian,dr 7-13,dr 7-13
1346,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 28,baetica,2.0,Flavia,1.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,,dr 28
1347,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 20,baetica,403.0,Flavia,1.0,300.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,,tyrrhenian,,dr 20
1348,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 2-4_6,baetica,4.0,Flavia,1.0,125.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
1349,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 2-4_2,tarraconesis,61.0,Flavia,-25.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
1350,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 2-4_2,spain,30.0,Flavia,-25.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
1351,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,beltran iib,baetica,13.0,Flavia,15.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,beltran iib,beltran iib
1352,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,beltran iia,baetica,23.0,Flavia,10.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,beltran iia,beltran iia
1353,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 14,baetica,18.0,Flavia,50.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,,dr 14
1354,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 14 similis,lusitania,68.0,Flavia,50.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,,dr 14 similis
1355,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,pe 25,ibisa,4.0,Flavia,30.0,230.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Panell, Rizzo 2014, 413, tab 10a",tyrrhenian,,pe 25
1356,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 17,baetica,2.0,Flavia,50.0,100.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,,tyrrhenian,,dr 17
1357,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,baetican_4,baetica,114.0,Flavia,69.0,96.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,baetican,baetican
1358,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,spanish_4,spain,4.0,Flavia,69.0,96.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,unknown,unknown
1359,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,ostia iii 464,africa,3.0,Flavia,-25.0,500.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Panell, Rizzo 2014, 415, tab 12.",tyrrhenian,,ostia iii 464
1360,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,ostia ii 522-523,africa,6.0,Flavia,50.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Panell, Rizzo 2014, 414, tab 11",tyrrhenian,,ostia ii 522-523
1361,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 26,africa,1.0,Flavia,-150.0,-1.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,"unconfirmed, but no other possible content suggested",tyrrhenian,,dr 26
1362,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,neopunica,africa,18.0,Flavia,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,,neopunica
1363,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 2-4_1,africa,5.0,Flavia,-25.0,100.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-4,dr 2-4
1364,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,schoene-mau 35,africa,148.0,Flavia,30.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,,schoene-mau 35
1365,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,schoene-mau 40,africa,4.0,Flavia,-125.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,,schoene-mau 40
1366,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,ostia lix,africa,7.0,Flavia,50.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,"Panella, Rizzo 2014, 86, tab 6a",tyrrhenian,,ostia lix
1367,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,african_5,africa,21.0,Flavia,,,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,merge with Africana,unknown,,tyrrhenian,africana_1,africana_1
1368,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,tripolitana i,tripolitania,5.0,Flavia,1.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,olive oil,,tyrrhenian,,tripolitana i
1369,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,tripolitana ii,tripolitania,3.0,Flavia,1.0,400.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,fish sauce and wine suggested https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,,tripolitana ii
1370,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,tripolitana ,tripolitania,9.0,Flavia,1.0,440.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,tripolitana i,tripolitana i
1371,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 2-4/pompeii 5,egypt,1.0,Flavia,-25.0,250.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 2-5 ,dr 2-5 
1372,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,egyptian_4,egypt,5.0,Flavia,69.0,96.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,egyptian,egyptian
1373,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,schoene-mau 15,oriental,12.0,Flavia,-10.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,fruits,,tyrrhenian,,schoene-mau 15
1374,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,kingsholm 117,oriental,74.0,Flavia,50.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"after Panella, Rizzo 2014, 90, tab. 7",tyrrhenian,,kingsholm 117
1375,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,syro-palestinian_2,oriental,1.0,Flavia,69.0,96.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,syro-palestinian,syro-palestinian
1376,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,agora f65-66,anatolia,61.0,Flavia,-50.0,400.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Panell, Rizzo 2014, 390",tyrrhenian,,agora f65-66
