,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,site,Grouped_sites,Site_type,Site_notes,Amphora_type_main,amphora_type,problems,content,Amphora_type_notes
1316,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,schoene-mau 35,africa,148.0,Flavia,30.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,schoene-mau 35,schoene-mau 35,,wine,
1317,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,schoene-mau 40,africa,4.0,Flavia,-125.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,schoene-mau 40,schoene-mau 40,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document
1318,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,ostia lix,africa,7.0,Flavia,50.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,ostia lix,ostia lix,,olive oil,"Panella, Rizzo 2014, 86, tab 6a"
1319,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,african_5,africa,21.0,Flavia,,,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,african,african,merge with Africana,unknown,
1320,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,tripolitana i,tripolitania,5.0,Flavia,1.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,tripolitana i,tripolitana i,,olive oil,
1321,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,tripolitana ii,tripolitania,3.0,Flavia,1.0,400.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,tripolitana ii,tripolitana ii,,unknown,fish sauce and wine suggested https://halshs.archives-ouvertes.fr/halshs-03506183/document
1322,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,tripolitana ,tripolitania,9.0,Flavia,1.0,440.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,tripolitana ,tripolitana ,,unknown,
1323,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 2-4/pompeii 5,egypt,1.0,Flavia,-25.0,250.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,dr 2-4/pompeii 5,dr 2-4/pompeii 5,,wine,
1324,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,egyptian_4,egypt,5.0,Flavia,69.0,96.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,egyptian,egyptian,,wine,
1325,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,schoene-mau 15,orient,12.0,Flavia,-10.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,schoene-mau 15,schoene-mau 15,,fruits,
1326,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,kingsholm 117,orient,74.0,Flavia,50.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,kingsholm 117,kingsholm 117,,wine,"after Panella, Rizzo 2014, 90, tab. 7"
1327,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,syro-palestinian_2,orient,1.0,Flavia,69.0,96.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,syro-palestinian,syro-palestinian,,wine,
1328,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,agora f65-66,anatolia,61.0,Flavia,-50.0,400.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,agora f65-66,agora f65-66,,wine,"Panell, Rizzo 2014, 390"
1329,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 25,aegean/oriental,2.0,Flavia,-25.0,100.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,dr 25,dr 25,,unknown,
1330,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,camulodunum 184,aegean,224.0,Flavia,-25.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,camulodunum 184,camulodunum 184,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,
1331,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,ac3,aegean,4.0,Flavia,1.0,250.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,ac3,ac3,,wine,
1332,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 43_1,aegean,148.0,Flavia,1.0,250.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,dr 43,dr 43,,wine,
1333,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,ac1,aegean,79.0,Flavia,1.0,350.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,ac1,ac1,,wine,
1334,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,ac2,aegean,74.0,Flavia,1.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,ac2,ac2,,wine,
1335,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,cretan_4,aegean,5.0,Flavia,,,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,cretan,cretan,,wine,
1336,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,chian_1,aegean,7.0,Flavia,,,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,chian,chian,,wine,
1337,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,schoene-mau 5,cilicia,11.0,Flavia,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,schoene-mau 5,schoene-mau 5,,wine,
1338,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,schoene-mau 38,aegean,7.0,Flavia,-200.0,125.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,schoene-mau 38,schoene-mau 38,,wine,
1339,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 2-4,aegean,59.0,Flavia,-100.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,dr 2-4,dr 2-4,,wine,
1340,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,pompeii 6,aegean,4.0,Flavia,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,pompeii 6,pompeii 6,,wine,
1341,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,schoene-mau 41,aegean/oriental,19.0,Flavia,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,schoene-mau 41,schoene-mau 41,,wine,
1342,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,agora g199/schoene-mau 27/28,cyprus/cilicia,2.0,Flavia,79.0,310.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,agora g199/schoene-mau 27/28,agora g199/schoene-mau 27/28,,wine,"Panella, Rizzo 2014, 90, tab. 7, visible pitched lining, production in the wine making areas"
1343,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,dr 24,aegean,5.0,Flavia,1.0,300.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,dr 24,dr 24,,olive oil,"Panella, Rizzo 2014, 90, tab. 7"
1344,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,agora g198/schoene mau xiii,cilicia,5.0,Flavia,75.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,agora g198/schoene mau xiii,nan,,nan,
1345,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,aegean/oriental_3,aegean/oriental,13.0,Flavia,,,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,aegean/oriental,aegean/oriental,,unknown,
1346,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,69.0,96.0,ostia ii 522-523,calabria/sicilia,76.0,Flavia,50.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,ostia ii 522-523,ostia ii 522-523,,wine,"Panell, Rizzo 2014, 414, tab 11"
1347,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR,69.0,96.0,dr 1,tyrrhenian italy,38.0,Flavia,-150.0,-50.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,dr 1,dr 1,,wine,
1348,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR,69.0,96.0,brindisi,tyrrhenian italy,3.0,Flavia,-125.0,-25.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,brindisi,brindisi,merge with Ovoide di Brindisi,olive oil,
1349,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR/EI,69.0,96.0,lamb.2/dr 6,adriatic italy,1.0,Flavia,-200.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,lamb.2/dr 6,lamb.2/dr 6,,wine,
1350,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR/EI,69.0,96.0,dr 6a,adriatic italy,6.0,Flavia,-25.0,50.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,dr 6a,dr 6a,,wine,
1351,"roma, via nova, crypta balbi, foro transitorio, vigna barberini","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",LR/EI,69.0,96.0,dr 6b,adriatic italy,1.0,Flavia,1.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,"roma, via nova, crypta balbi, foro transitorio, vigna barberini",roma,urban,,dr 6b,dr 6b,,olive oil,
1352,romanità di cattolica,"Raffaella Angelini - Romanità di Cattolica. Gli scavi 2004 nell'area Pritelli, 2018, LITUS - I QUADERNI DEL MUSEO DELLA REGINA.
",EI,1.0,200.0,dr 2-4_5,adriatic italy,1.0,,-70.0,225.0,,43.95844,12.738610,romanità di cattolica,romanità di cattolica,urban,,dr 2-4,dr 2-4,,wine,
1353,romanità di cattolica,"Raffaella Angelini - Romanità di Cattolica. Gli scavi 2004 nell'area Pritelli, 2018, LITUS - I QUADERNI DEL MUSEO DELLA REGINA.
",EI,1.0,200.0,forlimpopoli,adriatic italy,3.0,,-25.0,300.0,,43.95844,12.738610,romanità di cattolica,romanità di cattolica,urban,,forlimpopoli,forlimpopoli,,wine,"garum suggested for the type A and D, but unconfirmed"
1354,romanità di cattolica,"Raffaella Angelini - Romanità di Cattolica. Gli scavi 2004 nell'area Pritelli, 2018, LITUS - I QUADERNI DEL MUSEO DELLA REGINA.
",EI,1.0,200.0,camulodunum 184,aegean,1.0,,-25.0,150.0,,43.95844,12.738610,romanità di cattolica,romanità di cattolica,urban,,camulodunum 184,camulodunum 184,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,
1355,romanità di cattolica,"Raffaella Angelini - Romanità di Cattolica. Gli scavi 2004 nell'area Pritelli, 2018, LITUS - I QUADERNI DEL MUSEO DELLA REGINA.
",EI,1.0,200.0,african,africa,5.0,,1.0,200.0,,43.95844,12.738610,romanità di cattolica,romanità di cattolica,urban,,african,african,merge with Africana,unknown,
1356,romanità di cattolica,"Raffaella Angelini - Romanità di Cattolica. Gli scavi 2004 nell'area Pritelli, 2018, LITUS - I QUADERNI DEL MUSEO DELLA REGINA.
",LR,-150.0,-1.0,lamb.2,adriatic italy,9.0,,-200.0,-25.0,,43.95844,12.738610,romanità di cattolica,romanità di cattolica,urban,,lamb.2,lamb.2,,wine,evidence from Marague des Giennes
1357,romanità di cattolica,"Raffaella Angelini - Romanità di Cattolica. Gli scavi 2004 nell'area Pritelli, 2018, LITUS - I QUADERNI DEL MUSEO DELLA REGINA.
",LR/EI,-100.0,50.0,lamb.2/dr 6a,adriatic italy,8.0,,-200.0,50.0,,43.95844,12.738610,romanità di cattolica,romanità di cattolica,urban,,lamb.2/dr 6a,lamb.2/dr 6a,,wine,
1358,romanità di cattolica,"Raffaella Angelini - Romanità di Cattolica. Gli scavi 2004 nell'area Pritelli, 2018, LITUS - I QUADERNI DEL MUSEO DELLA REGINA.
",LR/EI,-100.0,50.0,dr 6a,adriatic italy,20.0,,-25.0,50.0,,43.95844,12.738610,romanità di cattolica,romanità di cattolica,urban,,dr 6a,dr 6a,,wine,
1359,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,dr 2-4_5,tyrrhenian italy,16.0,,-70.0,225.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,dr 2-4,dr 2-4,,wine,
1360,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,dr 6a,adriatic italy,1.0,,-25.0,50.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,dr 6a,dr 6a,,wine,
1361,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,dr 2-4_2,tarraconesis,2.0,,-25.0,200.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,dr 2-4,dr 2-4,,wine,
1362,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,haltern 70,baetica,1.0,,-80.0,192.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,haltern 70,haltern 70,,defrutum,
1363,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,schoene-mau 40,africa,5.0,,-125.0,200.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,schoene-mau 40,schoene-mau 40,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document
1364,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,spello/ostia ii 521/ iii 369-370,italy - tiber valley,16.0,,50.0,200.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,spello/ostia ii 521/ iii 369-370,spello/ostia ii 521/ iii 369-370,,wine,
1365,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,gauloise_2,gaul,4.0,,1.0,200.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,gauloise,gauloise,,wine,
1366,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,africanaiia,gaul,6.0,,150.0,300.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,africanaiia,africanaiia,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document"
1367,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,dr 2-4_1,africa,1.0,,-25.0,100.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,dr 2-4,dr 2-4,,wine,
1368,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,lc 67,baetica,1.0,,1.0,200.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,lc 67,lc 67,,defrutum,
1369,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,dr 7-13,baetica,13.0,,-30.0,150.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,dr 7-13,dr 7-13,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
1370,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,ostia xxiii,africa,1.0,,50.0,150.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,ostia xxiii,ostia xxiii,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document
1371,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,dr 14 similis,lusitania,5.0,,50.0,225.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,dr 14 similis,dr 14 similis,,fish sauce,
1372,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1.0,200.0,bonifay 18,africa,1.0,,1.0,200.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,bonifay 18,bonifay 18,,unknown,
1373,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI/LI,200.0,400.0,africanaia,africa,8.0,,150.0,400.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,africanaia,africanaia,,olive oil,
1374,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI/LI,200.0,400.0,africanaib,africa,3.0,,150.0,400.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,africanaib,africanaib,,olive oil,
1375,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI/LI,200.0,400.0,africana_2,africa,4.0,,150.0,400.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,africana,africana,merge with African,unknown,
1376,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI/LI,200.0,400.0,africanaic,africa,1.0,,150.0,400.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,africanaic,africanaic,,olive oil,
1377,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI/LI,200.0,400.0,tripolitana ii,tripolitania,1.0,,1.0,400.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,tripolitana ii,tripolitana ii,,unknown,fish sauce and wine suggested https://halshs.archives-ouvertes.fr/halshs-03506183/document
1378,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",LI,300.0,700.0,africanaiid,africa,1.0,,150.0,400.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,africanaiid,africanaiid,,unknown,https://halshs.archives-ouvertes.fr/halshs-03506183/document
1379,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",LI,300.0,700.0,keay 35a,africa,2.0,,400.0,500.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,keay 35a,keay 35a,,olive oil,
1380,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",LR,-150.0,-1.0,greco-ital,italy,11.0,,-350.0,-150.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,greco-ital,greco-ital,,wine,
1381,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",LR,-150.0,-1.0,dr 1,italy,63.0,,-150.0,-50.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,dr 1,dr 1,,wine,
1382,"scoppieto, umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",LR/EI,-100.0,50.0,pascual 1,tarraconesis,1.0,,-50.0,79.0,,42.72437,12.290780,"scoppieto, umbria",scopietto,rural,,pascual 1,pascual 1,,wine,
